	WGD	Rate	Number of Leaves	n	Method	Distance
2769	High WGD	0.01	3	14	Manhattan Min. Ev.	0
2770	High WGD	0.01	3	14	MEDALT	0
2771	High WGD	0.01	3	14	MEDICC2	0
2772	Low WGD	0.075	10	17	Euclidean NJ	0.260606060606061
2773	Low WGD	0.075	10	17	Euclidean Min. Ev.	0.260606060606061
2774	Low WGD	0.075	10	17	Manhattan NJ	0.0
2775	Low WGD	0.075	10	17	Manhattan Min. Ev.	0.260606060606061
2776	Low WGD	0.075	10	17	MEDALT	0.340909090909091
2777	Low WGD	0.075	10	17	MEDICC2	0.0
2778	No WGD	0.1	5	4	Euclidean NJ	0.2
2779	No WGD	0.1	5	4	Euclidean Min. Ev.	0.2
2780	No WGD	0.1	5	4	Manhattan NJ	0.0
2781	No WGD	0.1	5	4	Manhattan Min. Ev.	0.2
2782	No WGD	0.1	5	4	MEDALT	0.5
2783	No WGD	0.1	5	4	MEDICC2	0.0
2784	No WGD	0.01	10	13	Euclidean NJ	0.096969696969697
2785	No WGD	0.01	10	13	Euclidean Min. Ev.	0.096969696969697
2786	No WGD	0.01	10	13	Manhattan NJ	0.0424242424242424
2787	No WGD	0.01	10	13	Manhattan Min. Ev.	0.096969696969697
2788	No WGD	0.01	10	13	MEDALT	0.193939393939394
2789	No WGD	0.01	10	13	MEDICC2	0.096969696969697
2790	Low WGD	0.05	20	1	Euclidean NJ	0.0447786131996658
2791	Low WGD	0.05	20	1	Euclidean Min. Ev.	0.0688387635756057
2792	Low WGD	0.05	20	1	Manhattan NJ	0.0267335004177109
2793	Low WGD	0.05	20	1	Manhattan Min. Ev.	0.0688387635756057
2794	Low WGD	0.05	20	1	MEDALT	0.343609022556391
2795	Low WGD	0.05	20	1	MEDICC2	0.0
2796	No WGD	0.01	15	11	Euclidean NJ	0.103296703296703
2797	No WGD	0.01	15	11	Euclidean Min. Ev.	0.103296703296703
2798	No WGD	0.01	15	11	Manhattan NJ	0.032967032967033
2799	No WGD	0.01	15	11	Manhattan Min. Ev.	0.103296703296703
2800	No WGD	0.01	15	11	MEDALT	0.110714285714286
2801	No WGD	0.01	15	11	MEDICC2	0.032967032967033
2802	Low WGD	0.01	15	11	Euclidean NJ	0.132417582417582
2803	Low WGD	0.01	15	11	Euclidean Min. Ev.	0.132417582417582
2804	Low WGD	0.01	15	11	Manhattan NJ	0.15989010989011
2805	Low WGD	0.01	15	11	Manhattan Min. Ev.	0.132417582417582
2806	Low WGD	0.01	15	11	MEDALT	0.377472527472527
2807	Low WGD	0.01	15	11	MEDICC2	0.0
2808	High WGD	0.025	10	12	Euclidean NJ	0.0
2809	High WGD	0.025	10	12	Euclidean Min. Ev.	0.0
2810	High WGD	0.025	10	12	Manhattan NJ	0.0
2811	High WGD	0.025	10	12	Manhattan Min. Ev.	0.0
2812	High WGD	0.025	10	12	MEDALT	0.360606060606061
2813	High WGD	0.025	10	12	MEDICC2	0.0
2814	No WGD	0.01	5	13	Euclidean NJ	0.0
2815	No WGD	0.01	5	13	Euclidean Min. Ev.	0.0
2816	No WGD	0.01	5	13	Manhattan NJ	0.266666666666667
2817	No WGD	0.01	5	13	Manhattan Min. Ev.	0.0
2818	No WGD	0.01	5	13	MEDALT	0.5
2819	No WGD	0.01	5	13	MEDICC2	0.266666666666667
2820	No WGD	0.05	20	10	Euclidean NJ	0.301420217209691
2821	No WGD	0.05	20	10	Euclidean Min. Ev.	0.311111111111111
2822	No WGD	0.05	20	10	Manhattan NJ	0.228237259816207
2823	No WGD	0.05	20	10	Manhattan Min. Ev.	0.311111111111111
2824	No WGD	0.05	20	10	MEDALT	0.333918128654971
2825	No WGD	0.05	20	10	MEDICC2	0.240267335004177
2826	No WGD	0.025	20	11	Euclidean NJ	0.0193817878028404
2827	No WGD	0.025	20	11	Euclidean Min. Ev.	0.0137009189640769
2828	No WGD	0.025	20	11	Manhattan NJ	0.0137009189640769
2829	No WGD	0.025	20	11	Manhattan Min. Ev.	0.0137009189640769
2830	No WGD	0.025	20	11	MEDALT	0.43984962406015
2831	No WGD	0.025	20	11	MEDICC2	0.0
2832	High WGD	0.01	15	11	Euclidean NJ	0.078021978021978
2833	High WGD	0.01	15	11	Euclidean Min. Ev.	0.078021978021978
2834	High WGD	0.01	15	11	Manhattan NJ	0.0598901098901099
2835	High WGD	0.01	15	11	Manhattan Min. Ev.	0.078021978021978
2836	High WGD	0.01	15	11	MEDALT	0.242857142857143
2837	High WGD	0.01	15	11	MEDICC2	0.0071428571428571
2838	Low WGD	0.075	15	15	Euclidean NJ	0.0
2839	Low WGD	0.075	15	15	Euclidean Min. Ev.	0.0
2840	Low WGD	0.075	15	15	Manhattan NJ	0.0
2841	Low WGD	0.075	15	15	Manhattan Min. Ev.	0.0
2842	Low WGD	0.075	15	15	MEDALT	0.221153846153846
2843	Low WGD	0.075	15	15	MEDICC2	0.0
2844	High WGD	0.1	10	7	Euclidean NJ	0.0
2845	High WGD	0.1	10	7	Euclidean Min. Ev.	0.0
2846	High WGD	0.1	10	7	Manhattan NJ	0.0
2847	High WGD	0.1	10	7	Manhattan Min. Ev.	0.0
2848	High WGD	0.1	10	7	MEDALT	0.5
2849	High WGD	0.1	10	7	MEDICC2	0.0
2850	Low WGD	0.025	50	23	Euclidean NJ	0.0925010004001601
2851	Low WGD	0.025	50	23	Euclidean Min. Ev.	0.044233693477391
2852	Low WGD	0.025	50	23	Manhattan NJ	0.0
2853	Low WGD	0.025	50	23	Manhattan Min. Ev.	0.044233693477391
2854	Low WGD	0.025	50	23	MEDALT	0.145844337735094
2855	Low WGD	0.025	50	23	MEDICC2	0.0044017607042817
2856	Low WGD	0.025	3	24	Euclidean NJ	0
2857	Low WGD	0.025	3	24	Euclidean Min. Ev.	0
2858	Low WGD	0.025	3	24	Manhattan NJ	0
2859	Low WGD	0.025	3	24	Manhattan Min. Ev.	0
2860	Low WGD	0.025	3	24	MEDALT	0
2861	Low WGD	0.025	3	24	MEDICC2	0
2862	Low WGD	0.075	3	13	Euclidean NJ	0.0
2863	Low WGD	0.075	3	13	Euclidean Min. Ev.	0.0
2864	Low WGD	0.075	3	13	Manhattan NJ	0.0
2865	Low WGD	0.075	3	13	Manhattan Min. Ev.	0.0
2866	Low WGD	0.075	3	13	MEDALT	0.5
2867	Low WGD	0.075	3	13	MEDICC2	0.0
2868	High WGD	0.1	5	10	Euclidean NJ	0.0
2869	High WGD	0.1	5	10	Euclidean Min. Ev.	0.0
2870	High WGD	0.1	5	10	Manhattan NJ	0.0
2871	High WGD	0.1	5	10	Manhattan Min. Ev.	0.0
2872	High WGD	0.1	5	10	MEDALT	0.5
2873	High WGD	0.1	5	10	MEDICC2	0.0
2874	High WGD	0.1	10	3	Euclidean NJ	0.109090909090909
2875	High WGD	0.1	10	3	Euclidean Min. Ev.	0.109090909090909
2876	High WGD	0.1	10	3	Manhattan NJ	0.0
2877	High WGD	0.1	10	3	Manhattan Min. Ev.	0.109090909090909
2878	High WGD	0.1	10	3	MEDALT	0.392424242424242
2879	High WGD	0.1	10	3	MEDICC2	0.0
2880	High WGD	0.025	15	2	Euclidean NJ	0.0461538461538462
2881	High WGD	0.025	15	2	Euclidean Min. Ev.	0.0461538461538462
2882	High WGD	0.025	15	2	Manhattan NJ	0.0
2883	High WGD	0.025	15	2	Manhattan Min. Ev.	0.0461538461538462
2884	High WGD	0.025	15	2	MEDALT	0.3
2885	High WGD	0.025	15	2	MEDICC2	0.0131868131868132
2886	No WGD	0.01	20	0	Euclidean NJ	0.066499582289056
2887	No WGD	0.01	20	0	Euclidean Min. Ev.	0.108604845446951
2888	No WGD	0.01	20	0	Manhattan NJ	0.0484544695071011
2889	No WGD	0.01	20	0	Manhattan Min. Ev.	0.108604845446951
2890	No WGD	0.01	20	0	MEDALT	0.199749373433584
2891	No WGD	0.01	20	0	MEDICC2	0.0641604010025063
2892	No WGD	0.05	10	4	Euclidean NJ	0.0848484848484849
2893	No WGD	0.05	10	4	Euclidean Min. Ev.	0.0848484848484849
2894	No WGD	0.05	10	4	Manhattan NJ	0.0424242424242424
2895	No WGD	0.05	10	4	Manhattan Min. Ev.	0.0848484848484849
2896	No WGD	0.05	10	4	MEDALT	0.0984848484848485
2897	No WGD	0.05	10	4	MEDICC2	0.0424242424242424
2898	High WGD	0.01	20	15	Euclidean NJ	0.0454469507101086
2899	High WGD	0.01	20	15	Euclidean Min. Ev.	0.217543859649123
2900	High WGD	0.01	20	15	Manhattan NJ	0.0157059314954052
2901	High WGD	0.01	20	15	Manhattan Min. Ev.	0.217543859649123
2902	High WGD	0.01	20	15	MEDALT	0.180033416875522
2903	High WGD	0.01	20	15	MEDICC2	0.0554720133667502
2904	No WGD	0.075	3	18	Euclidean NJ	0.0
2905	No WGD	0.075	3	18	Euclidean Min. Ev.	0.0
2906	No WGD	0.075	3	18	Manhattan NJ	0.0
2907	No WGD	0.075	3	18	Manhattan Min. Ev.	0.0
2908	No WGD	0.075	3	18	MEDALT	0.5
2909	No WGD	0.075	3	18	MEDICC2	0.0
2910	High WGD	0.05	20	14	Euclidean NJ	0.117293233082707
2911	High WGD	0.05	20	14	Euclidean Min. Ev.	0.117293233082707
2912	High WGD	0.05	20	14	Manhattan NJ	0.117293233082707
2913	High WGD	0.05	20	14	Manhattan Min. Ev.	0.117293233082707
2914	High WGD	0.05	20	14	MEDALT	0.421303258145363
2915	High WGD	0.05	20	14	MEDICC2	0.0902255639097744
2916	No WGD	0.05	5	13	Euclidean NJ	0.533333333333333
2917	No WGD	0.05	5	13	Euclidean Min. Ev.	0.533333333333333
2918	No WGD	0.05	5	13	Manhattan NJ	0.266666666666667
2919	No WGD	0.05	5	13	Manhattan Min. Ev.	0.533333333333333
2920	No WGD	0.05	5	13	MEDALT	0.3
2921	No WGD	0.05	5	13	MEDICC2	0.0
2922	Low WGD	0.025	5	24	Euclidean NJ	0.0
2923	Low WGD	0.025	5	24	Euclidean Min. Ev.	0.0
2924	Low WGD	0.025	5	24	Manhattan NJ	0.0
2925	Low WGD	0.025	5	24	Manhattan Min. Ev.	0.0
2926	Low WGD	0.025	5	24	MEDALT	0.3
2927	Low WGD	0.025	5	24	MEDICC2	0.0
2928	High WGD	0.075	5	1	Euclidean NJ	0.0
2929	High WGD	0.075	5	1	Euclidean Min. Ev.	0.0
2930	High WGD	0.075	5	1	Manhattan NJ	0.0
2931	High WGD	0.075	5	1	Manhattan Min. Ev.	0.0
2932	High WGD	0.075	5	1	MEDALT	0.5
2933	High WGD	0.075	5	1	MEDICC2	0.0
2934	Low WGD	0.05	15	24	Euclidean NJ	0.139010989010989
2935	Low WGD	0.05	15	24	Euclidean Min. Ev.	0.139010989010989
2936	Low WGD	0.05	15	24	Manhattan NJ	0.131868131868132
2937	Low WGD	0.05	15	24	Manhattan Min. Ev.	0.139010989010989
2938	Low WGD	0.05	15	24	MEDALT	0.401648351648352
2939	Low WGD	0.05	15	24	MEDICC2	0.0071428571428571
2940	No WGD	0.1	10	2	Euclidean NJ	0.0
2941	No WGD	0.1	10	2	Euclidean Min. Ev.	0.0
2942	No WGD	0.1	10	2	Manhattan NJ	0.0
2943	No WGD	0.1	10	2	Manhattan Min. Ev.	0.0
2944	No WGD	0.1	10	2	MEDALT	0.5
2945	No WGD	0.1	10	2	MEDICC2	0.0
2946	Low WGD	0.075	3	17	Euclidean NJ	0.0
2947	Low WGD	0.075	3	17	Euclidean Min. Ev.	0.0
2948	Low WGD	0.075	3	17	Manhattan NJ	0.0
2949	Low WGD	0.075	3	17	Manhattan Min. Ev.	0.0
2950	Low WGD	0.075	3	17	MEDALT	0.5
2951	Low WGD	0.075	3	17	MEDICC2	0.0
2952	Low WGD	0.075	5	20	Euclidean NJ	0.0
2953	Low WGD	0.075	5	20	Euclidean Min. Ev.	0.0
2954	Low WGD	0.075	5	20	Manhattan NJ	0.0
2955	Low WGD	0.075	5	20	Manhattan Min. Ev.	0.0
2956	Low WGD	0.075	5	20	MEDALT	0.5
2957	Low WGD	0.075	5	20	MEDICC2	0.0
2958	High WGD	0.01	3	20	Euclidean NJ	0.0
2959	High WGD	0.01	3	20	Euclidean Min. Ev.	0.0
2960	High WGD	0.01	3	20	Manhattan NJ	0.0
2961	High WGD	0.01	3	20	Manhattan Min. Ev.	0.0
2962	High WGD	0.01	3	20	MEDALT	0.5
2963	High WGD	0.01	3	20	MEDICC2	0.0
2964	Low WGD	0.05	5	19	Euclidean NJ	0.0
2965	Low WGD	0.05	5	19	Euclidean Min. Ev.	0.0
2966	Low WGD	0.05	5	19	Manhattan NJ	0.0
2967	Low WGD	0.05	5	19	Manhattan Min. Ev.	0.0
2968	Low WGD	0.05	5	19	MEDALT	0.5
2969	Low WGD	0.05	5	19	MEDICC2	0.0
2970	High WGD	0.075	15	24	Euclidean NJ	0.0840659340659341
2971	High WGD	0.075	15	24	Euclidean Min. Ev.	0.0840659340659341
2972	High WGD	0.075	15	24	Manhattan NJ	0.0840659340659341
2973	High WGD	0.075	15	24	Manhattan Min. Ev.	0.0840659340659341
2974	High WGD	0.075	15	24	MEDALT	0.432142857142857
2975	High WGD	0.075	15	24	MEDICC2	0.0
2976	Low WGD	0.025	10	4	Euclidean NJ	0.0
2977	Low WGD	0.025	10	4	Euclidean Min. Ev.	0.0
2978	Low WGD	0.025	10	4	Manhattan NJ	0.0
2979	Low WGD	0.025	10	4	Manhattan Min. Ev.	0.0
2980	Low WGD	0.025	10	4	MEDALT	0.195454545454545
2981	Low WGD	0.025	10	4	MEDICC2	0.0
2982	High WGD	0.1	10	9	Euclidean NJ	0.0242424242424242
2983	High WGD	0.1	10	9	Euclidean Min. Ev.	0.0242424242424242
2984	High WGD	0.1	10	9	Manhattan NJ	0.0
2985	High WGD	0.1	10	9	Manhattan Min. Ev.	0.0242424242424242
2986	High WGD	0.1	10	9	MEDALT	0.46969696969697
2987	High WGD	0.1	10	9	MEDICC2	0.187878787878788
2988	High WGD	0.025	15	24	Euclidean NJ	0.131318681318681
2989	High WGD	0.025	15	24	Euclidean Min. Ev.	0.0527472527472527
2990	High WGD	0.025	15	24	Manhattan NJ	0.0
2991	High WGD	0.025	15	24	Manhattan Min. Ev.	0.0527472527472527
2992	High WGD	0.025	15	24	MEDALT	0.432967032967033
2993	High WGD	0.025	15	24	MEDICC2	0.0
2994	Low WGD	0.025	100	22	Euclidean NJ	0.0631003508514117
2995	Low WGD	0.025	100	22	Euclidean Min. Ev.	0.0909465640441595
2996	Low WGD	0.025	100	22	Manhattan NJ	0.0185313225200071
2997	Low WGD	0.025	100	22	Manhattan Min. Ev.	0.0909465640441595
2998	Low WGD	0.025	100	22	MEDALT	0.387029641739684
2999	Low WGD	0.025	100	22	MEDICC2	0.014901571789832
3000	High WGD	0.01	15	9	Euclidean NJ	0.157692307692308
3001	High WGD	0.01	15	9	Euclidean Min. Ev.	0.131318681318681
3002	High WGD	0.01	15	9	Manhattan NJ	0.113186813186813
3003	High WGD	0.01	15	9	Manhattan Min. Ev.	0.131318681318681
3004	High WGD	0.01	15	9	MEDALT	0.240659340659341
3005	High WGD	0.01	15	9	MEDICC2	0.0071428571428571
3006	High WGD	0.075	10	8	Euclidean NJ	0.0242424242424242
3007	High WGD	0.075	10	8	Euclidean Min. Ev.	0.0242424242424242
3008	High WGD	0.075	10	8	Manhattan NJ	0.0242424242424242
3009	High WGD	0.075	10	8	Manhattan Min. Ev.	0.0242424242424242
3010	High WGD	0.075	10	8	MEDALT	0.231818181818182
3011	High WGD	0.075	10	8	MEDICC2	0.0242424242424242
3012	No WGD	0.05	5	0	Euclidean NJ	0.2
3013	No WGD	0.05	5	0	Euclidean Min. Ev.	0.2
3014	No WGD	0.05	5	0	Manhattan NJ	0.2
3015	No WGD	0.05	5	0	Manhattan Min. Ev.	0.2
3016	No WGD	0.05	5	0	MEDALT	0.5
3017	No WGD	0.05	5	0	MEDICC2	0.0
3018	No WGD	0.025	3	21	Euclidean NJ	0.0
3019	No WGD	0.025	3	21	Euclidean Min. Ev.	0.0
3020	No WGD	0.025	3	21	Manhattan NJ	0.0
3021	No WGD	0.025	3	21	Manhattan Min. Ev.	0.0
3022	No WGD	0.025	3	21	MEDALT	0.5
3023	No WGD	0.025	3	21	MEDICC2	0.0
3024	Low WGD	0.1	3	8	Euclidean NJ	0.0
3025	Low WGD	0.1	3	8	Euclidean Min. Ev.	0.0
3026	Low WGD	0.1	3	8	Manhattan NJ	0.0
3027	Low WGD	0.1	3	8	Manhattan Min. Ev.	0.0
3028	Low WGD	0.1	3	8	MEDALT	0.5
3029	Low WGD	0.1	3	8	MEDICC2	0.0
3030	Low WGD	0.01	250	20	Euclidean NJ	0.108619067453466
3031	Low WGD	0.01	250	20	Euclidean Min. Ev.	0.10899347963761
3032	Low WGD	0.01	250	20	Manhattan NJ	0.0992059310368321
3033	Low WGD	0.01	250	20	Manhattan Min. Ev.	0.10899347963761
3034	Low WGD	0.01	250	20	MEDALT	0.230630584540966
3035	Low WGD	0.01	250	20	MEDICC2	0.040203126862933
3036	Low WGD	0.01	3	4	Euclidean NJ	0
3037	Low WGD	0.01	3	4	Euclidean Min. Ev.	0
3038	Low WGD	0.01	3	4	Manhattan NJ	0
3039	Low WGD	0.01	3	4	Manhattan Min. Ev.	0
3040	Low WGD	0.01	3	4	MEDALT	0
3041	Low WGD	0.01	3	4	MEDICC2	0
3042	High WGD	0.01	10	12	Euclidean NJ	0.0727272727272727
3043	High WGD	0.01	10	12	Euclidean Min. Ev.	0.096969696969697
3044	High WGD	0.01	10	12	Manhattan NJ	0.0727272727272727
3045	High WGD	0.01	10	12	Manhattan Min. Ev.	0.096969696969697
3046	High WGD	0.01	10	12	MEDALT	0.218181818181818
3047	High WGD	0.01	10	12	MEDICC2	0.0
3048	Low WGD	0.1	20	9	Euclidean NJ	0.165413533834586
3049	Low WGD	0.1	20	9	Euclidean Min. Ev.	0.165413533834586
3050	Low WGD	0.1	20	9	Manhattan NJ	0.0594820384294069
3051	Low WGD	0.1	20	9	Manhattan Min. Ev.	0.165413533834586
3052	Low WGD	0.1	20	9	MEDALT	0.427568922305764
3053	Low WGD	0.1	20	9	MEDICC2	0.0334168755221387
3054	No WGD	0.1	15	22	Euclidean NJ	0.0884615384615385
3055	No WGD	0.1	15	22	Euclidean Min. Ev.	0.0313186813186813
3056	No WGD	0.1	15	22	Manhattan NJ	0.0
3057	No WGD	0.1	15	22	Manhattan Min. Ev.	0.0313186813186813
3058	No WGD	0.1	15	22	MEDALT	0.5
3059	No WGD	0.1	15	22	MEDICC2	0.0
3060	Low WGD	0.05	100	4	Euclidean NJ	0.0724558986510896
3061	Low WGD	0.05	100	4	Euclidean Min. Ev.	0.133391135031871
3062	Low WGD	0.05	100	4	Manhattan NJ	0.0586912568807901
3063	Low WGD	0.05	100	4	Manhattan Min. Ev.	0.133391135031871
3064	Low WGD	0.05	100	4	MEDALT	0.467173043834996
3065	Low WGD	0.05	100	4	MEDICC2	0.0052477084443138
3066	Low WGD	0.05	50	1	Euclidean NJ	0.139443777511004
3067	Low WGD	0.05	50	1	Euclidean Min. Ev.	0.158631452581032
3068	Low WGD	0.05	50	1	Manhattan NJ	0.0775430172068828
3069	Low WGD	0.05	50	1	Manhattan Min. Ev.	0.158631452581032
3070	Low WGD	0.05	50	1	MEDALT	0.428315326130452
3071	Low WGD	0.05	50	1	MEDICC2	0.0037454981992797
3072	Low WGD	0.025	250	16	Euclidean NJ	0.0241935267093306
3073	Low WGD	0.025	250	16	Euclidean Min. Ev.	0.0356019652443471
3074	Low WGD	0.025	250	16	Manhattan NJ	0.0336532083868181
3075	Low WGD	0.025	250	16	Manhattan Min. Ev.	0.0356019652443471
3076	Low WGD	0.025	250	16	MEDALT	0.427484289038947
3077	Low WGD	0.025	250	16	MEDICC2	0.0055255511184953
3078	Low WGD	0.1	3	24	Euclidean NJ	0.0
3079	Low WGD	0.1	3	24	Euclidean Min. Ev.	0.0
3080	Low WGD	0.1	3	24	Manhattan NJ	0.0
3081	Low WGD	0.1	3	24	Manhattan Min. Ev.	0.0
3082	Low WGD	0.1	3	24	MEDALT	0.5
3083	Low WGD	0.1	3	24	MEDICC2	0.0
3084	Low WGD	0.025	15	15	Euclidean NJ	0.123076923076923
3085	Low WGD	0.025	15	15	Euclidean Min. Ev.	0.123076923076923
3086	Low WGD	0.025	15	15	Manhattan NJ	0.0241758241758242
3087	Low WGD	0.025	15	15	Manhattan Min. Ev.	0.123076923076923
3088	Low WGD	0.025	15	15	MEDALT	0.407967032967033
3089	Low WGD	0.025	15	15	MEDICC2	0.0
3090	Low WGD	0.025	100	15	Euclidean NJ	0.118647783145662
3091	Low WGD	0.025	100	15	Euclidean Min. Ev.	0.0307911607487279
3092	Low WGD	0.025	100	15	Manhattan NJ	0.028458029476417
3093	Low WGD	0.025	100	15	Manhattan Min. Ev.	0.0307911607487279
3094	Low WGD	0.025	100	15	MEDALT	0.258547364940576
3095	Low WGD	0.025	100	15	MEDICC2	0.0164720145483936
3096	High WGD	0.075	20	11	Euclidean NJ	0.112949039264829
3097	High WGD	0.075	20	11	Euclidean Min. Ev.	0.112949039264829
3098	High WGD	0.075	20	11	Manhattan NJ	0.0056808688387635
3099	High WGD	0.075	20	11	Manhattan Min. Ev.	0.112949039264829
3100	High WGD	0.075	20	11	MEDALT	0.432163742690058
3101	High WGD	0.075	20	11	MEDICC2	0.0193817878028404
3102	High WGD	0.05	3	24	Euclidean NJ	0.0
3103	High WGD	0.05	3	24	Euclidean Min. Ev.	0.0
3104	High WGD	0.05	3	24	Manhattan NJ	0.0
3105	High WGD	0.05	3	24	Manhattan Min. Ev.	0.0
3106	High WGD	0.05	3	24	MEDALT	0.5
3107	High WGD	0.05	3	24	MEDICC2	0.0
3108	Low WGD	0.1	15	15	Euclidean NJ	0.13021978021978
3109	Low WGD	0.1	15	15	Euclidean Min. Ev.	0.13021978021978
3110	Low WGD	0.1	15	15	Manhattan NJ	0.103296703296703
3111	Low WGD	0.1	15	15	Manhattan Min. Ev.	0.13021978021978
3112	Low WGD	0.1	15	15	MEDALT	0.475
3113	Low WGD	0.1	15	15	MEDICC2	0.0
3114	No WGD	0.05	5	6	Euclidean NJ	0.0
3115	No WGD	0.05	5	6	Euclidean Min. Ev.	0.0
3116	No WGD	0.05	5	6	Manhattan NJ	0.0
3117	No WGD	0.05	5	6	Manhattan Min. Ev.	0.0
3118	No WGD	0.05	5	6	MEDALT	0.5
3119	No WGD	0.05	5	6	MEDICC2	0.0
3120	High WGD	0.05	5	10	Euclidean NJ	0.0
3121	High WGD	0.05	5	10	Euclidean Min. Ev.	0.0
3122	High WGD	0.05	5	10	Manhattan NJ	0.0
3123	High WGD	0.05	5	10	Manhattan Min. Ev.	0.0
3124	High WGD	0.05	5	10	MEDALT	0.5
3125	High WGD	0.05	5	10	MEDICC2	0.0
3126	Low WGD	0.025	5	2	Euclidean NJ	0.0
3127	Low WGD	0.025	5	2	Euclidean Min. Ev.	0.0
3128	Low WGD	0.025	5	2	Manhattan NJ	0.0
3129	Low WGD	0.025	5	2	Manhattan Min. Ev.	0.0
3130	Low WGD	0.025	5	2	MEDALT	0.3
3131	Low WGD	0.025	5	2	MEDICC2	0.0
3132	No WGD	0.025	5	2	Euclidean NJ	0.0
3133	No WGD	0.025	5	2	Euclidean Min. Ev.	0.0
3134	No WGD	0.025	5	2	Manhattan NJ	0.0
3135	No WGD	0.025	5	2	Manhattan Min. Ev.	0.0
3136	No WGD	0.025	5	2	MEDALT	0.5
3137	No WGD	0.025	5	2	MEDICC2	0.0
3138	High WGD	0.05	20	1	Euclidean NJ	0.145697577276525
3139	High WGD	0.05	20	1	Euclidean Min. Ev.	0.126984126984127
3140	High WGD	0.05	20	1	Manhattan NJ	0.0868838763575606
3141	High WGD	0.05	20	1	Manhattan Min. Ev.	0.126984126984127
3142	High WGD	0.05	20	1	MEDALT	0.261904761904762
3143	High WGD	0.05	20	1	MEDICC2	0.0223893065998329
3144	Low WGD	0.075	15	3	Euclidean NJ	0.0071428571428571
3145	Low WGD	0.075	15	3	Euclidean Min. Ev.	0.0071428571428571
3146	Low WGD	0.075	15	3	Manhattan NJ	0.0
3147	Low WGD	0.075	15	3	Manhattan Min. Ev.	0.0071428571428571
3148	Low WGD	0.075	15	3	MEDALT	0.475
3149	Low WGD	0.075	15	3	MEDICC2	0.0
3150	High WGD	0.01	10	9	Euclidean NJ	0.133333333333333
3151	High WGD	0.01	10	9	Euclidean Min. Ev.	0.109090909090909
3152	High WGD	0.01	10	9	Manhattan NJ	0.109090909090909
3153	High WGD	0.01	10	9	Manhattan Min. Ev.	0.109090909090909
3154	High WGD	0.01	10	9	MEDALT	0.316666666666667
3155	High WGD	0.01	10	9	MEDICC2	0.109090909090909
3156	Low WGD	0.01	250	13	Euclidean NJ	0.0642008599879534
3157	Low WGD	0.01	250	13	Euclidean Min. Ev.	0.0624602840097054
3158	Low WGD	0.01	250	13	Manhattan NJ	0.0562263282664135
3159	Low WGD	0.01	250	13	Manhattan Min. Ev.	0.0624602840097054
3160	Low WGD	0.01	250	13	MEDALT	0.206936129558718
3161	Low WGD	0.01	250	13	MEDICC2	0.0391844824355899
3162	No WGD	0.075	10	21	Euclidean NJ	0.0909090909090909
3163	No WGD	0.075	10	21	Euclidean Min. Ev.	0.0909090909090909
3164	No WGD	0.075	10	21	Manhattan NJ	0.0
3165	No WGD	0.075	10	21	Manhattan Min. Ev.	0.0909090909090909
3166	No WGD	0.075	10	21	MEDALT	0.5
3167	No WGD	0.075	10	21	MEDICC2	0.0
3168	Low WGD	0.05	3	18	Euclidean NJ	0.0
3169	Low WGD	0.05	3	18	Euclidean Min. Ev.	0.0
3170	Low WGD	0.05	3	18	Manhattan NJ	0.0
3171	Low WGD	0.05	3	18	Manhattan Min. Ev.	0.0
3172	Low WGD	0.05	3	18	MEDALT	0.5
3173	Low WGD	0.05	3	18	MEDICC2	0.0
3174	High WGD	0.025	5	15	Euclidean NJ	0.0
3175	High WGD	0.025	5	15	Euclidean Min. Ev.	0.0
3176	High WGD	0.025	5	15	Manhattan NJ	0.0
3177	High WGD	0.025	5	15	Manhattan Min. Ev.	0.0
3178	High WGD	0.025	5	15	MEDALT	0.1
3179	High WGD	0.025	5	15	MEDICC2	0.0
3180	High WGD	0.075	3	21	Euclidean NJ	0.0
3181	High WGD	0.075	3	21	Euclidean Min. Ev.	0.0
3182	High WGD	0.075	3	21	Manhattan NJ	0.0
3183	High WGD	0.075	3	21	Manhattan Min. Ev.	0.0
3184	High WGD	0.075	3	21	MEDALT	0.5
3185	High WGD	0.075	3	21	MEDICC2	0.0
3186	High WGD	0.1	3	7	Euclidean NJ	0.0
3187	High WGD	0.1	3	7	Euclidean Min. Ev.	0.0
3188	High WGD	0.1	3	7	Manhattan NJ	0.0
3189	High WGD	0.1	3	7	Manhattan Min. Ev.	0.0
3190	High WGD	0.1	3	7	MEDALT	0.5
3191	High WGD	0.1	3	7	MEDICC2	0.0
3192	No WGD	0.075	20	0	Euclidean NJ	0.179782790309106
3193	No WGD	0.075	20	0	Euclidean Min. Ev.	0.182456140350877
3194	No WGD	0.075	20	0	Manhattan NJ	0.176775271512114
3195	No WGD	0.075	20	0	Manhattan Min. Ev.	0.182456140350877
3196	No WGD	0.075	20	0	MEDALT	0.415288220551378
3197	No WGD	0.075	20	0	MEDICC2	0.0748538011695906
3198	Low WGD	0.01	10	21	Euclidean NJ	0.0
3199	Low WGD	0.01	10	21	Euclidean Min. Ev.	0.0
3200	Low WGD	0.01	10	21	Manhattan NJ	0.0
3201	Low WGD	0.01	10	21	Manhattan Min. Ev.	0.0
3202	Low WGD	0.01	10	21	MEDALT	0.301515151515152
3203	Low WGD	0.01	10	21	MEDICC2	0.0
3204	No WGD	0.05	20	15	Euclidean NJ	0.0056808688387635
